n-id-758,37.612884,-122.38676,n-id-760,37.612744,-122.38686,58.070617
n-id-584,37.611598,-122.38701,n-id-764,37.611304,-122.3863,231.60899
n-id-769,37.610972,-122.38551,S8,37.610532,-122.38446,343.5268
n-id-766,37.611057,-122.38571,n-id-769,37.610972,-122.38551,65.175027
n-id-205,37.614229,-122.38408,n-id-779,37.614066,-122.3837,126.5891
n-id-779,37.614066,-122.3837,n-id-775,37.613976,-122.38346,77.382119
n-id-775,37.613976,-122.38346,n-id-781,37.613892,-122.38328,59.70214
n-id-781,37.613892,-122.38328,n-id-783,37.613798,-122.38305,74.902281
n-id-783,37.613798,-122.38305,n-id-785,37.613717,-122.38286,61.932334
n-id-785,37.613717,-122.38286,S1,37.613471,-122.38226,195.78569
n-id-226,37.616253,-122.38244,n-id-789,37.61611,-122.38211,110.38
n-id-791,37.615944,-122.3817,n-id-793,37.615808,-122.38138,105.60276
n-id-793,37.615808,-122.38138,S2,37.615583,-122.38085,174.01514
n-id-789,37.61611,-122.38211,n-id-799,37.61605,-122.38196,48.891899
n-id-799,37.61605,-122.38196,n-id-791,37.615944,-122.3817,82.571404
n-id-221,37.616549,-122.37969,n-id-805,37.616972,-122.37953,160.93525
n-id-242,37.617383,-122.37945,n-id-807,37.617544,-122.37946,58.671988
n-id-811,37.618258,-122.37967,n-id-312,37.618396,-122.37977,58.43999
n-id-821,37.618831,-122.3828,n-id-839,37.618874,-122.38277,17.907484
n-id-839,37.618874,-122.38277,S3,37.6194,-122.38241,217.25514
n-id-562,37.618408,-122.38308,n-id-833,37.618491,-122.38302,33.898725
n-id-833,37.618491,-122.38302,n-id-819,37.618668,-122.38291,72.551003
n-id-819,37.618668,-122.38291,n-id-837,37.618757,-122.38285,37.051238
n-id-837,37.618757,-122.38285,n-id-821,37.618831,-122.3828,30.321529
n-id-476,37.620186,-122.38326,n-id-841,37.620293,-122.38351,81.718353
n-id-841,37.620293,-122.38351,n-id-488,37.620498,-122.38401,161.64254
n-id-843,37.620002,-122.38536,S4,37.620512,-122.38502,209.80009
n-id-845,37.619891,-122.38543,n-id-843,37.620002,-122.38536,45.482152
n-id-459,37.619318,-122.38581,n-id-847,37.61953,-122.38567,86.405122
n-id-847,37.61953,-122.38567,n-id-845,37.619891,-122.38543,148.56739
n-id-859,37.61997,-122.38608,n-id-861,37.620144,-122.38596,71.582064
n-id-863,37.620416,-122.38579,S5,37.620739,-122.38557,133.08499
n-id-861,37.620144,-122.38596,n-id-863,37.620416,-122.38579,111.52724
n-id-375,37.621698,-122.38687,n-id-869,37.621982,-122.38754,219.12656
n-id-869,37.621982,-122.38754,n-id-374,37.622152,-122.38795,133.14748
n-id-881,37.619772,-122.39064,S6,37.620309,-122.39193,421.71649
n-id-885,37.619526,-122.39007,n-id-883,37.619732,-122.39055,158.74079
n-id-883,37.619732,-122.39055,n-id-881,37.619772,-122.39064,29.357025
n-id-887,37.619299,-122.38951,n-id-885,37.619526,-122.39007,180.76078
n-id-889,37.61905,-122.38892,n-id-887,37.619299,-122.38951,193.45622
n-id-616,37.618944,-122.38867,n-id-889,37.61905,-122.38892,83.594782
n-id-614,37.618402,-122.38918,n-id-903,37.618598,-122.38965,152.94099
n-id-903,37.618598,-122.38965,n-id-905,37.618897,-122.39036,234.23179
n-id-905,37.618897,-122.39036,n-id-907,37.619192,-122.39107,230.22056
n-id-907,37.619192,-122.39107,n-id-909,37.619439,-122.39165,192.34715
n-id-909,37.619439,-122.39165,S7,37.619699,-122.39228,205.57599
n-id-915,37.616772,-122.39238,n-id-917,37.617087,-122.39313,244.64084
n-id-917,37.617087,-122.39313,n-id-919,37.617397,-122.39386,240.71626
n-id-921,37.618124,-122.39504,n-id-923,37.618591,-122.39524,179.04752
n-id-933,37.612098,-122.38784,n-id-554,37.611599,-122.38814,201.92454
n-id-947,37.613151,-122.39105,n-id-949,37.61279,-122.39128,147.53008
n-id-949,37.61279,-122.39128,n-id-951,37.612293,-122.39162,205.81417
20,37.613984,-122.38537,n-id-596,37.613352,-122.38645,387.20631
22,37.613619,-122.38523,n-id-596,37.613352,-122.38645,365.96901
24,37.613232,-122.38508,n-id-596,37.613352,-122.38645,400.11129
36,37.612565,-122.38587,n-id-758,37.612884,-122.38676,283.56207
35,37.612437,-122.38597,n-id-760,37.612744,-122.38686,281.5348
34,37.612235,-122.38594,n-id-584,37.611598,-122.38701,388.52936
33,37.612187,-122.38569,n-id-764,37.611304,-122.3863,367.02883
32,37.612254,-122.38552,n-id-766,37.611057,-122.38571,439.22587
25,37.612881,-122.38497,n-id-432,37.611425,-122.3831,758.38942
21,37.613867,-122.38501,n-id-205,37.614229,-122.38408,299.39229
23,37.613472,-122.38486,n-id-775,37.613976,-122.38346,446.7151
40,37.615123,-122.38363,n-id-205,37.614229,-122.38408,350.77392
42,37.614927,-122.38316,n-id-779,37.614066,-122.3837,349.86059
44,37.614751,-122.38274,n-id-781,37.613892,-122.38328,349.85461
46,37.614618,-122.38254,n-id-783,37.613798,-122.38305,333.7844
48,37.614588,-122.38231,n-id-785,37.613717,-122.38286,355.58196
41,37.615408,-122.38344,n-id-226,37.616253,-122.38244,422.98531
43,37.615214,-122.38297,n-id-789,37.61611,-122.38211,411.55158
45,37.614975,-122.38231,n-id-791,37.615944,-122.3817,394.4887
47,37.614783,-122.38214,n-id-793,37.615808,-122.38138,432.44677
50,37.617106,-122.38224,n-id-226,37.616253,-122.38244,315.96584
51A,37.617144,-122.38207,n-id-789,37.61611,-122.38211,376.67945
51B,37.617106,-122.38167,n-id-799,37.61605,-122.38196,393.04962
52,37.616987,-122.38137,n-id-791,37.615944,-122.3817,391.99589
53,37.616829,-122.38096,n-id-793,37.615808,-122.38138,391.09323
54A,37.617052,-122.38082,n-id-805,37.616972,-122.37953,374.21305
54B,37.617416,-122.38096,n-id-807,37.617544,-122.37946,436.6868
55,37.617576,-122.38103,n-id-809,37.617739,-122.37947,457.46488
56A,37.617915,-122.38113,n-id-811,37.618258,-122.37967,440.39538
56B,37.618194,-122.38125,n-id-726,37.619127,-122.38074,371.39658
59,37.617522,-122.3824,n-id-562,37.618408,-122.38308,376.94543
58B,37.617918,-122.38182,n-id-562,37.618408,-122.38308,405.72253
58A,37.618175,-122.38173,n-id-819,37.618668,-122.38291,386.32194
57,37.61829,-122.38148,n-id-821,37.618831,-122.3828,430.10607
60,37.618307,-122.38458,n-id-562,37.618408,-122.38308,436.60786
60A,37.618417,-122.38451,n-id-562,37.618408,-122.38308,414.21387
62B,37.618672,-122.38434,n-id-562,37.618408,-122.38308,379.08906
62A,37.618769,-122.38428,n-id-562,37.618408,-122.38308,372.14951
64A,37.618892,-122.3842,n-id-562,37.618408,-122.38308,370.20965
64,37.618982,-122.38414,n-id-833,37.618491,-122.38302,370.66813
66A,37.619152,-122.38404,n-id-819,37.618668,-122.38291,372.75841
66,37.619235,-122.38399,n-id-837,37.618757,-122.38285,373.77911
67,37.619373,-122.38392,n-id-839,37.618874,-122.38277,380.95936
65,37.619504,-122.38403,n-id-841,37.620293,-122.38351,324.79483
65A,37.61953,-122.38425,n-id-843,37.620002,-122.38536,366.09764
63,37.619438,-122.38437,n-id-845,37.619891,-122.38543,349.80805
61,37.61909,-122.38459,n-id-847,37.61953,-122.38567,351.20574
68,37.618395,-122.38531,n-id-459,37.619318,-122.38581,366.08875
69,37.618522,-122.38576,n-id-459,37.619318,-122.38581,290.1468
70,37.61856,-122.38616,n-id-459,37.619318,-122.38581,294.24531
71,37.618556,-122.38653,n-id-459,37.619318,-122.38581,348.32903
77A,37.620341,-122.38701,n-id-859,37.61997,-122.38608,302.3838
77,37.620528,-122.38689,n-id-861,37.620144,-122.38596,303.75592
78,37.620796,-122.38672,n-id-863,37.620416,-122.38579,304.37651
79,37.620774,-122.38709,n-id-375,37.621698,-122.38687,342.39061
80,37.62029,-122.38776,n-id-375,37.621698,-122.38687,573.86303
82,37.620579,-122.38846,n-id-869,37.621982,-122.38754,576.8742
84,37.620859,-122.38915,n-id-374,37.622152,-122.38795,586.08276
86,37.621144,-122.38983,n-id-60,37.622476,-122.38873,580.15399
88,37.621229,-122.39017,n-id-341,37.621783,-122.39136,401.3681
90,37.621101,-122.39033,n-id-341,37.621783,-122.39136,389.72751
89,37.620906,-122.39036,n-id-328,37.621189,-122.39176,417.54456
87A,37.620702,-122.38997,n-id-881,37.619772,-122.39064,389.87962
87,37.620668,-122.38989,n-id-883,37.619732,-122.39055,390.78308
85,37.620472,-122.3894,n-id-885,37.619526,-122.39007,395.37686
83,37.620243,-122.38885,n-id-887,37.619299,-122.38951,394.45832
81,37.620005,-122.38828,n-id-889,37.61905,-122.38892,394.89514
72,37.618403,-122.38726,n-id-616,37.618944,-122.38867,453.43612
74,37.617885,-122.38808,n-id-614,37.618402,-122.38918,370.57794
75,37.617524,-122.38838,n-id-614,37.618402,-122.38918,395.02657
G92A,37.617324,-122.38944,n-id-614,37.618402,-122.38918,399.75432
G92,37.617362,-122.38954,n-id-614,37.618402,-122.38918,392.56741
G94,37.617649,-122.39024,n-id-903,37.618598,-122.38965,386.28818
G96,37.617945,-122.39095,n-id-905,37.618897,-122.39036,385.34831
G98,37.618248,-122.39167,n-id-907,37.619192,-122.39107,385.18105
G100,37.618488,-122.39225,n-id-909,37.619439,-122.39165,386.939
G102,37.618783,-122.39294,S7,37.619699,-122.39228,383.87408
G93,37.617734,-122.39181,n-id-915,37.616772,-122.39238,387.6306
G95,37.618028,-122.39252,n-id-917,37.617087,-122.39313,385.79235
G97,37.618331,-122.39324,n-id-919,37.617397,-122.39386,385.14875
G99,37.618556,-122.39347,n-id-921,37.618124,-122.39504,483.93005
G99A,37.618612,-122.39345,n-id-923,37.618591,-122.39524,518.15276
G101A,37.618841,-122.39331,n-id-133,37.619977,-122.39373,430.77164
G101,37.618883,-122.39327,n-id-133,37.619977,-122.39373,419.87445
A3,37.613325,-122.3887,n-id-931,37.612786,-122.38738,427.6618
A5,37.612627,-122.38915,n-id-933,37.612098,-122.38784,427.46861
A7,37.612061,-122.38953,n-id-554,37.611599,-122.38814,436.64921
A9,37.611513,-122.3899,n-id-576,37.610926,-122.38858,438.56976
A11,37.611479,-122.38998,n-id-939,37.61011,-122.38983,500.24654
A12,37.611679,-122.39043,n-id-941,37.611323,-122.3916,363.19532
A10,37.61174,-122.39046,n-id-943,37.611557,-122.3917,364.18938
A4,37.613312,-122.38943,n-id-947,37.613151,-122.39105,475.01795
A6,37.61287,-122.38973,n-id-949,37.61279,-122.39128,451.96714
A8,37.612301,-122.3901,n-id-951,37.612293,-122.39162,441.15647
n-id-36,37.626693,-122.37046,n-id-42,37.608932,-122.38226,7314.9943
73A,37.618186,-122.38772,n-id-616,37.618944,-122.38867,409.88488
n-id-36,37.626693,-122.37046,n-id-43,37.608192,-122.37982,7972.938
n-id-432,37.611425,-122.3831,n-id-220,37.613623,-122.38164,904.61554
n-id-529,37.614541,-122.38103,n-id-575,37.615709,-122.38026,480.12023
n-id-726,37.619127,-122.38074,n-id-561,37.619913,-122.38261,613.89065
n-id-488,37.620498,-122.38401,n-id-452,37.621004,-122.38522,395.95035
n-id-60,37.622476,-122.38873,n-id-499,37.62281,-122.38954,262.46085
76,37.620281,-122.38704,n-id-859,37.61997,-122.38608,324.4675
G91,37.61742,-122.39109,n-id-915,37.616772,-122.39238,483.19649
n-id-369,37.622537,-122.38815,n-id-60,37.622476,-122.38873,176.53217
n-id-69,37.622701,-122.3875,n-id-369,37.622537,-122.38815,222.35518
S1,37.613471,-122.38226,n-id-220,37.613623,-122.38164,203.2639
n-id-221,37.616549,-122.37969,n-id-224,37.617064,-122.37931,218.74624
n-id-233,37.616284,-122.37894,n-id-224,37.617064,-122.37931,328.05218
n-id-224,37.617064,-122.37931,n-id-242,37.617383,-122.37945,124.14828
n-id-313,37.619084,-122.37991,n-id-316,37.61941,-122.37967,139.3622
n-id-317,37.621549,-122.39256,n-id-322,37.621636,-122.39197,187.2352
n-id-328,37.621189,-122.39176,n-id-322,37.621636,-122.39197,189.21751
n-id-322,37.621636,-122.39197,n-id-329,37.622116,-122.39218,204.99492
n-id-322,37.621636,-122.39197,n-id-341,37.621783,-122.39136,201.75254
n-id-342,37.620605,-122.39264,n-id-349,37.620763,-122.39204,202.56078
S6,37.620309,-122.39193,n-id-349,37.620763,-122.39204,185.65964
n-id-369,37.622537,-122.38815,n-id-364,37.623034,-122.3883,198.05482
n-id-374,37.622152,-122.38795,n-id-369,37.622537,-122.38815,158.24437
n-id-380,37.621844,-122.3863,n-id-375,37.621698,-122.38687,184.5239
n-id-385,37.621953,-122.38571,n-id-380,37.621844,-122.3863,186.08173
n-id-380,37.621844,-122.3863,n-id-399,37.622312,-122.38656,199.86197
n-id-411,37.621392,-122.38614,n-id-380,37.621844,-122.3863,182.05982
S8,37.610532,-122.38446,n-id-419,37.610744,-122.38353,309.87628
n-id-419,37.610744,-122.38353,n-id-425,37.610953,-122.38291,214.17936
n-id-431,37.610507,-122.38277,n-id-425,37.610953,-122.38291,176.5114
n-id-425,37.610953,-122.38291,n-id-432,37.611425,-122.3831,196.73113
n-id-425,37.610953,-122.38291,n-id-442,37.611138,-122.38235,187.65489
S4,37.620512,-122.38502,n-id-452,37.621004,-122.38522,201.482
n-id-476,37.620186,-122.38326,n-id-481,37.620614,-122.38346,180.52038
n-id-481,37.620614,-122.38346,n-id-487,37.621037,-122.38358,167.7562
n-id-481,37.620614,-122.38346,n-id-488,37.620498,-122.38401,174.63132
n-id-498,37.620763,-122.38293,n-id-481,37.620614,-122.38346,171.09294
n-id-499,37.62281,-122.38954,n-id-511,37.623684,-122.38986,362.53689
n-id-519,37.613923,-122.38142,n-id-535,37.614055,-122.38087,174.03937
n-id-535,37.614055,-122.38087,n-id-528,37.614228,-122.3803,188.42551
n-id-535,37.614055,-122.38087,n-id-529,37.614541,-122.38103,197.84017
n-id-541,37.613609,-122.38071,n-id-535,37.614055,-122.38087,177.0119
n-id-542,37.609859,-122.38493,n-id-419,37.610744,-122.38353,590.37543
n-id-554,37.611599,-122.38814,n-id-548,37.611121,-122.38796,194.03851
S3,37.6194,-122.38241,n-id-561,37.619913,-122.38261,211.05186
S2,37.615583,-122.38085,n-id-575,37.615709,-122.38026,188.93948
n-id-610,37.620093,-122.39319,n-id-606,37.620495,-122.39326,159.33598
S7,37.619699,-122.39228,n-id-610,37.620093,-122.39319,298.59208
n-id-168,37.62794,-122.39664,n-id-35,37.612102,-122.35929,12605.78
S5,37.620739,-122.38557,n-id-467,37.621236,-122.38577,205.87245
n-id-48,37.624081,-122.3908,n-id-168,37.62794,-122.39664,2265.4057
n-id-168,37.62794,-122.39664,n-id-0,37.613926,-122.35809,13707.838
n-id-233,37.616284,-122.37894,n-id-225,37.61765,-122.37864,510.62524
S7,37.619699,-122.39228,n-id-251,37.620136,-122.39246,183.17445
n-id-133,37.619977,-122.39373,n-id-606,37.620495,-122.39326,235.82378
n-id-270,37.623706,-122.3905,n-id-48,37.624081,-122.3908,167.08941
n-id-358,37.623116,-122.39091,n-id-270,37.623706,-122.3905,262.707
n-id-313,37.619084,-122.37991,n-id-302,37.619669,-122.38027,252.30528
n-id-312,37.618396,-122.37977,n-id-313,37.619084,-122.37991,262.50533
n-id-316,37.61941,-122.37967,n-id-36,37.626693,-122.37046,4151.5535
n-id-225,37.61765,-122.37864,n-id-316,37.61941,-122.37967,721.09504
n-id-316,37.61941,-122.37967,n-id-302,37.619669,-122.38027,198.50855
n-id-130,37.620403,-122.39227,n-id-349,37.620763,-122.39204,147.84711
n-id-328,37.621189,-122.39176,n-id-341,37.621783,-122.39136,244.28726
n-id-251,37.620136,-122.39246,n-id-253,37.620323,-122.39242,69.193383
n-id-253,37.620323,-122.39242,n-id-342,37.620605,-122.39264,125.74319
n-id-606,37.620495,-122.39326,n-id-342,37.620605,-122.39264,202.73824
n-id-342,37.620605,-122.39264,n-id-243,37.621081,-122.39287,205.52235
n-id-341,37.621783,-122.39136,n-id-358,37.623116,-122.39091,527.46622
n-id-329,37.622116,-122.39218,n-id-358,37.623116,-122.39091,544.06773
n-id-385,37.621953,-122.38571,n-id-399,37.622312,-122.38656,278.7508
n-id-411,37.621392,-122.38614,n-id-375,37.621698,-122.38687,238.74427
n-id-487,37.621037,-122.38358,n-id-385,37.621953,-122.38571,702.34722
n-id-499,37.62281,-122.38954,n-id-270,37.623706,-122.3905,438.51309
n-id-364,37.623034,-122.3883,n-id-511,37.623684,-122.38986,510.33029
n-id-220,37.613623,-122.38164,n-id-519,37.613923,-122.38142,126.76552
n-id-542,37.609859,-122.38493,n-id-431,37.610507,-122.38277,906.77263
n-id-548,37.611121,-122.38796,n-id-542,37.609859,-122.38493,990.75685
n-id-576,37.610926,-122.38858,n-id-548,37.611121,-122.38796,205.04095
n-id-312,37.618396,-122.37977,n-id-726,37.619127,-122.38074,388.40343
n-id-760,37.612744,-122.38686,n-id-584,37.611598,-122.38701,477.47186
n-id-764,37.611304,-122.3863,n-id-766,37.611057,-122.38571,193.90273
n-id-805,37.616972,-122.37953,n-id-242,37.617383,-122.37945,152.03275
n-id-807,37.617544,-122.37946,n-id-809,37.617739,-122.37947,71.474236
n-id-809,37.617739,-122.37947,n-id-811,37.618258,-122.37967,199.45091
n-id-919,37.617397,-122.39386,n-id-921,37.618124,-122.39504,450.88519
n-id-923,37.618591,-122.39524,n-id-133,37.619977,-122.39373,788.44942
A1,37.613886,-122.38832,n-id-931,37.612786,-122.38738,614.10924
n-id-931,37.612786,-122.38738,n-id-933,37.612098,-122.38784,282.91336
n-id-939,37.61011,-122.38983,n-id-576,37.610926,-122.38858,514.39084
n-id-941,37.611323,-122.3916,n-id-939,37.61011,-122.38983,693.80505
n-id-943,37.611557,-122.3917,n-id-941,37.611323,-122.3916,89.279851
A2,37.613863,-122.38906,n-id-947,37.613151,-122.39105,676.99489
n-id-951,37.612293,-122.39162,n-id-943,37.611557,-122.3917,284.19408
32A,37.612459,-122.38553,n-id-769,37.610972,-122.38551,725.11061
